0.0	0.0	2.43	5.7	0.0	2.5	0.0	0.99	5.88	4.02	0.1	0.0	0.0	2.07	7.9	1.75	8.88	0.0	6.45	2.3	9.51	0.0	5.77	0.0	0.0	0.0	6.38	5.48	0.0	0.0	0.0	1.4
0.0	0.0	0.37	0.0	0.0	0.78	0.0	8.78	0.0	3.58	4.89	0.0	0.0	9.52	8.77	0.0	7.02	0.0	0.88	0.0	8.53	3.53	0.0	0.87	0.0	2.5	3.47	0.0	3.22	0.0	1.43	0.0
2.43	0.37	0.0	8.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36	5.69	0.47	2.92	0.0	9.53	3.04	0.0	7.57	1.16	5.27	0.0	0.0	0.0	0.0	6.2	0.0	1.33	0.0	6.56	0.0
5.7	0.0	8.67	0.0	0.0	0.0	0.0	4.22	0.0	7.42	8.1	1.02	6.77	3.91	0.0	0.0	0.0	0.0	0.0	0.0	6.64	0.0	6.33	0.0	0.0	0.0	0.0	4.56	4.03	0.0	7.01	0.0
0.0	0.0	0.0	0.0	0.0	6.85	0.0	3.9	0.0	0.0	3.75	8.44	4.96	0.0	8.17	0.0	9.26	8.6	0.0	2.95	0.2	0.0	5.26	0.0	9.5	3.01	0.0	9.22	0.0	4.54	0.31	0.0
2.5	0.78	0.0	0.0	6.85	0.0	3.25	0.0	7.57	0.04	4.98	5.01	2.26	0.26	2.78	0.0	8.29	0.0	3.35	0.0	6.95	0.0	2.89	1.31	0.0	7.41	2.97	4.3	0.0	0.0	3.98	0.65
0.0	0.0	0.0	0.0	0.0	3.25	0.0	0.0	0.0	0.31	7.68	0.0	2.23	6.6	3.15	0.0	0.71	0.0	0.0	0.0	7.52	4.98	2.54	1.51	0.0	0.0	2.45	0.0	5.42	7.73	0.0	3.15
0.99	8.78	0.0	4.22	3.9	0.0	0.0	0.0	0.0	0.0	0.39	0.0	3.23	0.0	6.38	0.0	8.75	0.11	0.0	1.69	2.05	0.0	6.05	0.0	8.44	1.57	8.47	0.0	0.0	0.0	0.0	7.88
5.88	0.0	0.0	0.0	0.0	7.57	0.0	0.0	0.0	5.37	0.0	0.0	1.34	0.0	8.06	5.08	0.0	9.59	0.0	0.0	0.0	8.26	0.0	0.0	5.79	8.48	0.16	0.0	0.0	6.17	0.0	1.13
4.02	3.58	0.0	7.42	0.0	0.04	0.31	0.0	5.37	0.0	0.0	1.18	0.0	0.0	0.0	0.49	9.53	0.0	2.48	0.0	0.0	7.91	1.52	0.0	0.0	4.01	0.0	0.0	0.0	0.0	0.0	1.2
0.1	4.89	0.0	8.1	3.75	4.98	7.68	0.39	0.0	0.0	0.0	4.74	0.0	0.0	9.63	0.74	6.78	0.97	6.5	0.0	0.0	5.43	0.0	8.14	0.0	0.0	0.0	8.56	1.5	0.0	0.0	1.12
0.0	0.0	4.36	1.02	8.44	5.01	0.0	0.0	0.0	1.18	4.74	0.0	2.1	0.0	0.0	4.03	6.4	4.8	7.32	8.5	0.0	0.0	6.21	0.0	5.68	9.74	6.35	0.44	7.5	0.0	0.0	9.64
0.0	0.0	5.69	6.77	4.96	2.26	2.23	3.23	1.34	0.0	0.0	2.1	0.0	1.08	7.71	0.0	3.03	0.0	5.34	0.0	1.05	0.0	3.18	2.49	6.7	2.99	0.0	0.0	3.31	0.0	5.16	1.81
2.07	9.52	0.47	3.91	0.0	0.26	6.6	0.0	0.0	0.0	0.0	0.0	1.08	0.0	9.99	5.46	0.0	0.72	3.97	0.0	0.0	0.0	6.95	4.56	0.0	0.53	2.12	7.33	3.6	0.0	0.0	0.0
7.9	8.77	2.92	0.0	8.17	2.78	3.15	6.38	8.06	0.0	9.63	0.0	7.71	9.99	0.0	9.25	3.3	3.79	0.0	0.87	2.34	0.0	0.57	7.81	5.48	0.0	0.0	8.64	0.0	1.77	0.0	9.05
1.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.08	0.49	0.74	4.03	0.0	5.46	9.25	0.0	8.49	8.31	0.95	0.0	0.68	9.06	0.0	7.21	9.56	7.67	4.83	0.0	0.0	3.59	0.0	9.99
8.88	7.02	9.53	0.0	9.26	8.29	0.71	8.75	0.0	9.53	6.78	6.4	3.03	0.0	3.3	8.49	0.0	7.02	0.08	0.0	3.24	0.0	4.79	6.01	4.08	0.0	0.45	0.0	0.0	8.94	0.0	0.0
0.0	0.0	3.04	0.0	8.6	0.0	0.0	0.11	9.59	0.0	0.97	4.8	0.0	0.72	3.79	8.31	7.02	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	8.86	1.25	0.0	0.0	0.0
6.45	0.88	0.0	0.0	0.0	3.35	0.0	0.0	0.0	2.48	6.5	7.32	5.34	3.97	0.0	0.95	0.08	0.0	0.0	0.0	0.0	8.94	0.0	5.26	4.63	0.0	9.94	0.0	0.0	0.0	6.61	7.2
2.3	0.0	7.57	0.0	2.95	0.0	0.0	1.69	0.0	0.0	0.0	8.5	0.0	0.0	0.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	8.17	1.7	0.0	4.99	0.0	2.12	1.82	0.0
9.51	8.53	1.16	6.64	0.2	6.95	7.52	2.05	0.0	0.0	0.0	0.0	1.05	0.0	2.34	0.68	3.24	0.0	0.0	0.0	0.0	0.16	5.74	0.0	0.0	5.12	0.0	8.86	0.0	0.0	0.8	6.44
0.0	3.53	5.27	0.0	0.0	0.0	4.98	0.0	8.26	7.91	5.43	0.0	0.0	0.0	0.0	9.06	0.0	0.0	8.94	0.0	0.16	0.0	3.63	0.0	8.88	5.45	0.0	4.11	9.0	1.8	0.0	9.47
5.77	0.0	0.0	6.33	5.26	2.89	2.54	6.05	0.0	1.52	0.0	6.21	3.18	6.95	0.57	0.0	4.79	0.0	0.0	0.0	5.74	3.63	0.0	0.0	0.0	0.0	8.47	6.76	0.0	4.14	9.03	0.0
0.0	0.87	0.0	0.0	0.0	1.31	1.51	0.0	0.0	0.0	8.14	0.0	2.49	4.56	7.81	7.21	6.01	0.16	5.26	0.45	0.0	0.0	0.0	0.0	2.56	0.0	0.0	5.51	0.94	0.0	0.0	0.0
0.0	0.0	0.0	0.0	9.5	0.0	0.0	8.44	5.79	0.0	0.0	5.68	6.7	0.0	5.48	9.56	4.08	0.0	4.63	8.17	0.0	8.88	0.0	2.56	0.0	0.0	8.78	0.0	4.72	0.0	7.48	2.89
0.0	2.5	0.0	0.0	3.01	7.41	0.0	1.57	8.48	4.01	0.0	9.74	2.99	0.53	0.0	7.67	0.0	0.0	0.0	1.7	5.12	5.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
